id_specialist;name;birthday_date;professional_card
3690;Especialista 3690;2008-11-05;409900824
3691;Especialista 3691;2008-11-06;410011935
3692;Especialista 3692;2008-11-07;410123046
3693;Especialista 3693;2008-11-08;410234157
3694;Especialista 3694;2008-11-09;410345268
3695;Especialista 3695;2008-11-10;410456379
3696;Especialista 3696;2008-11-11;410567490
3697;Especialista 3697;2008-11-12;410678601
3698;Especialista 3698;2008-11-13;410789712
3699;Especialista 3699;2008-11-14;410900823
3700;Especialista 3700;2008-11-15;411011934
3701;Especialista 3701;2008-11-16;411123045
3702;Especialista 3702;2008-11-17;411234156
3703;Especialista 3703;2008-11-18;411345267
3704;Especialista 3704;2008-11-19;411456378
3705;Especialista 3705;2008-11-20;411567489
3706;Especialista 3706;2008-11-21;411678600
3707;Especialista 3707;2008-11-22;411789711
3708;Especialista 3708;2008-11-23;411900822
3709;Especialista 3709;2008-11-24;412011933
3710;Especialista 3710;2008-11-25;412123044
3711;Especialista 3711;2008-11-26;412234155
3712;Especialista 3712;2008-11-27;412345266
3713;Especialista 3713;2008-11-28;412456377
3714;Especialista 3714;2008-11-29;412567488
3715;Especialista 3715;2008-11-30;412678599
3716;Especialista 3716;2008-12-01;412789710
3717;Especialista 3717;2008-12-02;412900821
3718;Especialista 3718;2008-12-03;413011932
3719;Especialista 3719;2008-12-04;413123043
3720;Especialista 3720;2008-12-05;413234154
3721;Especialista 3721;2008-12-06;413345265
3722;Especialista 3722;2008-12-07;413456376
3723;Especialista 3723;2008-12-08;413567487
3724;Especialista 3724;2008-12-09;413678598
3725;Especialista 3725;2008-12-10;413789709
3726;Especialista 3726;2008-12-11;413900820
3727;Especialista 3727;2008-12-12;414011931
3728;Especialista 3728;2008-12-13;414123042
3729;Especialista 3729;2008-12-14;414234153
3730;Especialista 3730;2008-12-15;414345264
3731;Especialista 3731;2008-12-16;414456375
3732;Especialista 3732;2008-12-17;414567486
3733;Especialista 3733;2008-12-18;414678597
3734;Especialista 3734;2008-12-19;414789708
3735;Especialista 3735;2008-12-20;414900819
3736;Especialista 3736;2008-12-21;415011930
3737;Especialista 3737;2008-12-22;415123041
3738;Especialista 3738;2008-12-23;415234152
3739;Especialista 3739;2008-12-24;415345263
3740;Especialista 3740;2008-12-25;415456374
3741;Especialista 3741;2008-12-26;415567485
3742;Especialista 3742;2008-12-27;415678596
3743;Especialista 3743;2008-12-28;415789707
3744;Especialista 3744;2008-12-29;415900818
3745;Especialista 3745;2008-12-30;416011929
3746;Especialista 3746;2008-12-31;416123040
3747;Especialista 3747;2009-01-01;416234151
3748;Especialista 3748;2009-01-02;416345262
3749;Especialista 3749;2009-01-03;416456373
3750;Especialista 3750;2009-01-04;416567484
3751;Especialista 3751;2009-01-05;416678595
3752;Especialista 3752;2009-01-06;416789706
3753;Especialista 3753;2009-01-07;416900817
3754;Especialista 3754;2009-01-08;417011928
3755;Especialista 3755;2009-01-09;417123039
3756;Especialista 3756;2009-01-10;417234150
3757;Especialista 3757;2009-01-11;417345261
3758;Especialista 3758;2009-01-12;417456372
3759;Especialista 3759;2009-01-13;417567483
3760;Especialista 3760;2009-01-14;417678594
3761;Especialista 3761;2009-01-15;417789705
3762;Especialista 3762;2009-01-16;417900816
3763;Especialista 3763;2009-01-17;418011927
3764;Especialista 3764;2009-01-18;418123038
3765;Especialista 3765;2009-01-19;418234149
3766;Especialista 3766;2009-01-20;418345260
3767;Especialista 3767;2009-01-21;418456371
3768;Especialista 3768;2009-01-22;418567482
3769;Especialista 3769;2009-01-23;418678593
3770;Especialista 3770;2009-01-24;418789704
3771;Especialista 3771;2009-01-25;418900815
3772;Especialista 3772;2009-01-26;419011926
3773;Especialista 3773;2009-01-27;419123037
3774;Especialista 3774;2009-01-28;419234148
3775;Especialista 3775;2009-01-29;419345259
3776;Especialista 3776;2009-01-30;419456370
3777;Especialista 3777;2009-01-31;419567481
3778;Especialista 3778;2009-02-01;419678592
3779;Especialista 3779;2009-02-02;419789703
3780;Especialista 3780;2009-02-03;419900814
3781;Especialista 3781;2009-02-04;420011925
3782;Especialista 3782;2009-02-05;420123036
3783;Especialista 3783;2009-02-06;420234147
3784;Especialista 3784;2009-02-07;420345258
3785;Especialista 3785;2009-02-08;420456369
3786;Especialista 3786;2009-02-09;420567480
3787;Especialista 3787;2009-02-10;420678591
3788;Especialista 3788;2009-02-11;420789702
3789;Especialista 3789;2009-02-12;420900813
3790;Especialista 3790;2009-02-13;421011924
3791;Especialista 3791;2009-02-14;421123035
3792;Especialista 3792;2009-02-15;421234146
3793;Especialista 3793;2009-02-16;421345257
3794;Especialista 3794;2009-02-17;421456368
3795;Especialista 3795;2009-02-18;421567479
3796;Especialista 3796;2009-02-19;421678590
3797;Especialista 3797;2009-02-20;421789701
3798;Especialista 3798;2009-02-21;421900812
3799;Especialista 3799;2009-02-22;422011923
3800;Especialista 3800;2009-02-23;422123034
3801;Especialista 3801;2009-02-24;422234145
3802;Especialista 3802;2009-02-25;422345256
3803;Especialista 3803;2009-02-26;422456367
3804;Especialista 3804;2009-02-27;422567478
3805;Especialista 3805;2009-02-28;422678589
3806;Especialista 3806;2009-03-01;422789700
3807;Especialista 3807;2009-03-02;422900811
3808;Especialista 3808;2009-03-03;423011922
3809;Especialista 3809;2009-03-04;423123033
3810;Especialista 3810;2009-03-05;423234144
3811;Especialista 3811;2009-03-06;423345255
3812;Especialista 3812;2009-03-07;423456366
3813;Especialista 3813;2009-03-08;423567477
3814;Especialista 3814;2009-03-09;423678588
3815;Especialista 3815;2009-03-10;423789699
3816;Especialista 3816;2009-03-11;423900810
3817;Especialista 3817;2009-03-12;424011921
3818;Especialista 3818;2009-03-13;424123032
3819;Especialista 3819;2009-03-14;424234143
3820;Especialista 3820;2009-03-15;424345254
3821;Especialista 3821;2009-03-16;424456365
3822;Especialista 3822;2009-03-17;424567476
3823;Especialista 3823;2009-03-18;424678587
3824;Especialista 3824;2009-03-19;424789698
3825;Especialista 3825;2009-03-20;424900809
3826;Especialista 3826;2009-03-21;425011920
3827;Especialista 3827;2009-03-22;425123031
3828;Especialista 3828;2009-03-23;425234142
3829;Especialista 3829;2009-03-24;425345253
3830;Especialista 3830;2009-03-25;425456364
3831;Especialista 3831;2009-03-26;425567475
3832;Especialista 3832;2009-03-27;425678586
3833;Especialista 3833;2009-03-28;425789697
3834;Especialista 3834;2009-03-29;425900808
3835;Especialista 3835;2009-03-30;426011919
3836;Especialista 3836;2009-03-31;426123030
3837;Especialista 3837;2009-04-01;426234141
3838;Especialista 3838;2009-04-02;426345252
3839;Especialista 3839;2009-04-03;426456363
3840;Especialista 3840;2009-04-04;426567474
3841;Especialista 3841;2009-04-05;426678585
3842;Especialista 3842;2009-04-06;426789696
3843;Especialista 3843;2009-04-07;426900807
3844;Especialista 3844;2009-04-08;427011918
3845;Especialista 3845;2009-04-09;427123029
3846;Especialista 3846;2009-04-10;427234140
3847;Especialista 3847;2009-04-11;427345251
3848;Especialista 3848;2009-04-12;427456362
3849;Especialista 3849;2009-04-13;427567473
3850;Especialista 3850;2009-04-14;427678584
3851;Especialista 3851;2009-04-15;427789695
3852;Especialista 3852;2009-04-16;427900806
3853;Especialista 3853;2009-04-17;428011917
3854;Especialista 3854;2009-04-18;428123028
3855;Especialista 3855;2009-04-19;428234139
3856;Especialista 3856;2009-04-20;428345250
3857;Especialista 3857;2009-04-21;428456361
3858;Especialista 3858;2009-04-22;428567472
3859;Especialista 3859;2009-04-23;428678583
3860;Especialista 3860;2009-04-24;428789694
3861;Especialista 3861;2009-04-25;428900805
3862;Especialista 3862;2009-04-26;429011916
3863;Especialista 3863;2009-04-27;429123027
3864;Especialista 3864;2009-04-28;429234138
3865;Especialista 3865;2009-04-29;429345249
3866;Especialista 3866;2009-04-30;429456360
3867;Especialista 3867;2009-05-01;429567471
3868;Especialista 3868;2009-05-02;429678582
3869;Especialista 3869;2009-05-03;429789693
3870;Especialista 3870;2009-05-04;429900804
3871;Especialista 3871;2009-05-05;430011915
3872;Especialista 3872;2009-05-06;430123026
3873;Especialista 3873;2009-05-07;430234137
3874;Especialista 3874;2009-05-08;430345248
3875;Especialista 3875;2009-05-09;430456359
3876;Especialista 3876;2009-05-10;430567470
3877;Especialista 3877;2009-05-11;430678581
3878;Especialista 3878;2009-05-12;430789692
3879;Especialista 3879;2009-05-13;430900803
3880;Especialista 3880;2009-05-14;431011914
3881;Especialista 3881;2009-05-15;431123025
3882;Especialista 3882;2009-05-16;431234136
3883;Especialista 3883;2009-05-17;431345247
3884;Especialista 3884;2009-05-18;431456358
3885;Especialista 3885;2009-05-19;431567469
3886;Especialista 3886;2009-05-20;431678580
3887;Especialista 3887;2009-05-21;431789691
3888;Especialista 3888;2009-05-22;431900802
3889;Especialista 3889;2009-05-23;432011913
3890;Especialista 3890;2009-05-24;432123024
3891;Especialista 3891;2009-05-25;432234135
3892;Especialista 3892;2009-05-26;432345246
3893;Especialista 3893;2009-05-27;432456357
3894;Especialista 3894;2009-05-28;432567468
3895;Especialista 3895;2009-05-29;432678579
3896;Especialista 3896;2009-05-30;432789690
3897;Especialista 3897;2009-05-31;432900801
3898;Especialista 3898;2009-06-01;433011912
3899;Especialista 3899;2009-06-02;433123023
3900;Especialista 3900;2009-06-03;433234134
3901;Especialista 3901;2009-06-04;433345245
3902;Especialista 3902;2009-06-05;433456356
3903;Especialista 3903;2009-06-06;433567467
3904;Especialista 3904;2009-06-07;433678578
3905;Especialista 3905;2009-06-08;433789689
3906;Especialista 3906;2009-06-09;433900800
3907;Especialista 3907;2009-06-10;434011911
3908;Especialista 3908;2009-06-11;434123022
3909;Especialista 3909;2009-06-12;434234133
3910;Especialista 3910;2009-06-13;434345244
3911;Especialista 3911;2009-06-14;434456355
3912;Especialista 3912;2009-06-15;434567466
3913;Especialista 3913;2009-06-16;434678577
3914;Especialista 3914;2009-06-17;434789688
3915;Especialista 3915;2009-06-18;434900799
3916;Especialista 3916;2009-06-19;435011910
3917;Especialista 3917;2009-06-20;435123021
3918;Especialista 3918;2009-06-21;435234132
3919;Especialista 3919;2009-06-22;435345243
3920;Especialista 3920;2009-06-23;435456354
3921;Especialista 3921;2009-06-24;435567465
3922;Especialista 3922;2009-06-25;435678576
3923;Especialista 3923;2009-06-26;435789687
3924;Especialista 3924;2009-06-27;435900798
3925;Especialista 3925;2009-06-28;436011909
3926;Especialista 3926;2009-06-29;436123020
3927;Especialista 3927;2009-06-30;436234131
3928;Especialista 3928;2009-07-01;436345242
3929;Especialista 3929;2009-07-02;436456353
3930;Especialista 3930;2009-07-03;436567464
3931;Especialista 3931;2009-07-04;436678575
3932;Especialista 3932;2009-07-05;436789686
3933;Especialista 3933;2009-07-06;436900797
3934;Especialista 3934;2009-07-07;437011908
3935;Especialista 3935;2009-07-08;437123019
3936;Especialista 3936;2009-07-09;437234130
3937;Especialista 3937;2009-07-10;437345241
3938;Especialista 3938;2009-07-11;437456352
3939;Especialista 3939;2009-07-12;437567463
3940;Especialista 3940;2009-07-13;437678574
3941;Especialista 3941;2009-07-14;437789685
3942;Especialista 3942;2009-07-15;437900796
3943;Especialista 3943;2009-07-16;438011907
3944;Especialista 3944;2009-07-17;438123018
3945;Especialista 3945;2009-07-18;438234129
3946;Especialista 3946;2009-07-19;438345240
3947;Especialista 3947;2009-07-20;438456351
3948;Especialista 3948;2009-07-21;438567462
3949;Especialista 3949;2009-07-22;438678573
3950;Especialista 3950;2009-07-23;438789684
3951;Especialista 3951;2009-07-24;438900795
3952;Especialista 3952;2009-07-25;439011906
3953;Especialista 3953;2009-07-26;439123017
3954;Especialista 3954;2009-07-27;439234128
3955;Especialista 3955;2009-07-28;439345239
3956;Especialista 3956;2009-07-29;439456350
3957;Especialista 3957;2009-07-30;439567461
3958;Especialista 3958;2009-07-31;439678572
3959;Especialista 3959;2009-08-01;439789683
3960;Especialista 3960;2009-08-02;439900794
3961;Especialista 3961;2009-08-03;440011905
3962;Especialista 3962;2009-08-04;440123016
3963;Especialista 3963;2009-08-05;440234127
3964;Especialista 3964;2009-08-06;440345238
3965;Especialista 3965;2009-08-07;440456349
3966;Especialista 3966;2009-08-08;440567460
3967;Especialista 3967;2009-08-09;440678571
3968;Especialista 3968;2009-08-10;440789682
3969;Especialista 3969;2009-08-11;440900793
3970;Especialista 3970;2009-08-12;441011904
3971;Especialista 3971;2009-08-13;441123015
3972;Especialista 3972;2009-08-14;441234126
3973;Especialista 3973;2009-08-15;441345237
3974;Especialista 3974;2009-08-16;441456348
3975;Especialista 3975;2009-08-17;441567459
3976;Especialista 3976;2009-08-18;441678570
3977;Especialista 3977;2009-08-19;441789681
3978;Especialista 3978;2009-08-20;441900792
3979;Especialista 3979;2009-08-21;442011903
3980;Especialista 3980;2009-08-22;442123014
3981;Especialista 3981;2009-08-23;442234125
3982;Especialista 3982;2009-08-24;442345236
3983;Especialista 3983;2009-08-25;442456347
3984;Especialista 3984;2009-08-26;442567458
3985;Especialista 3985;2009-08-27;442678569
3986;Especialista 3986;2009-08-28;442789680
3987;Especialista 3987;2009-08-29;442900791
3988;Especialista 3988;2009-08-30;443011902
3989;Especialista 3989;2009-08-31;443123013
3990;Especialista 3990;2009-09-01;443234124
3991;Especialista 3991;2009-09-02;443345235
3992;Especialista 3992;2009-09-03;443456346
3993;Especialista 3993;2009-09-04;443567457
3994;Especialista 3994;2009-09-05;443678568
3995;Especialista 3995;2009-09-06;443789679
3996;Especialista 3996;2009-09-07;443900790
3997;Especialista 3997;2009-09-08;444011901
3998;Especialista 3998;2009-09-09;444123012
3999;Especialista 3999;2009-09-10;444234123
4000;Especialista 4000;2009-09-11;444345234
4001;Especialista 4001;2009-09-12;444456345
4002;Especialista 4002;2009-09-13;444567456
4003;Especialista 4003;2009-09-14;444678567
4004;Especialista 4004;2009-09-15;444789678
4005;Especialista 4005;2009-09-16;444900789
4006;Especialista 4006;2009-09-17;445011900
4007;Especialista 4007;2009-09-18;445123011
4008;Especialista 4008;2009-09-19;445234122
4009;Especialista 4009;2009-09-20;445345233
4010;Especialista 4010;2009-09-21;445456344
4011;Especialista 4011;2009-09-22;445567455
4012;Especialista 4012;2009-09-23;445678566
4013;Especialista 4013;2009-09-24;445789677
4014;Especialista 4014;2009-09-25;445900788
4015;Especialista 4015;2009-09-26;446011899
4016;Especialista 4016;2009-09-27;446123010
4017;Especialista 4017;2009-09-28;446234121
4018;Especialista 4018;2009-09-29;446345232
4019;Especialista 4019;2009-09-30;446456343
4020;Especialista 4020;2009-10-01;446567454
4021;Especialista 4021;2009-10-02;446678565
4022;Especialista 4022;2009-10-03;446789676
4023;Especialista 4023;2009-10-04;446900787
4024;Especialista 4024;2009-10-05;447011898
4025;Especialista 4025;2009-10-06;447123009
4026;Especialista 4026;2009-10-07;447234120
4027;Especialista 4027;2009-10-08;447345231
4028;Especialista 4028;2009-10-09;447456342
4029;Especialista 4029;2009-10-10;447567453
4030;Especialista 4030;2009-10-11;447678564
4031;Especialista 4031;2009-10-12;447789675
4032;Especialista 4032;2009-10-13;447900786
4033;Especialista 4033;2009-10-14;448011897
4034;Especialista 4034;2009-10-15;448123008
4035;Especialista 4035;2009-10-16;448234119
4036;Especialista 4036;2009-10-17;448345230
4037;Especialista 4037;2009-10-18;448456341
4038;Especialista 4038;2009-10-19;448567452
4039;Especialista 4039;2009-10-20;448678563
4040;Especialista 4040;2009-10-21;448789674
4041;Especialista 4041;2009-10-22;448900785
4042;Especialista 4042;2009-10-23;449011896
4043;Especialista 4043;2009-10-24;449123007
4044;Especialista 4044;2009-10-25;449234118
4045;Especialista 4045;2009-10-26;449345229
4046;Especialista 4046;2009-10-27;449456340
4047;Especialista 4047;2009-10-28;449567451
4048;Especialista 4048;2009-10-29;449678562
4049;Especialista 4049;2009-10-30;449789673
4050;Especialista 4050;2009-10-31;449900784
4051;Especialista 4051;2009-11-01;450011895
4052;Especialista 4052;2009-11-02;450123006
4053;Especialista 4053;2009-11-03;450234117
4054;Especialista 4054;2009-11-04;450345228
4055;Especialista 4055;2009-11-05;450456339
4056;Especialista 4056;2009-11-06;450567450
4057;Especialista 4057;2009-11-07;450678561
4058;Especialista 4058;2009-11-08;450789672
4059;Especialista 4059;2009-11-09;450900783
4060;Especialista 4060;2009-11-10;451011894
4061;Especialista 4061;2009-11-11;451123005
4062;Especialista 4062;2009-11-12;451234116
4063;Especialista 4063;2009-11-13;451345227
4064;Especialista 4064;2009-11-14;451456338
4065;Especialista 4065;2009-11-15;451567449
4066;Especialista 4066;2009-11-16;451678560
4067;Especialista 4067;2009-11-17;451789671
4068;Especialista 4068;2009-11-18;451900782
4069;Especialista 4069;2009-11-19;452011893
4070;Especialista 4070;2009-11-20;452123004
4071;Especialista 4071;2009-11-21;452234115
4072;Especialista 4072;2009-11-22;452345226
4073;Especialista 4073;2009-11-23;452456337
4074;Especialista 4074;2009-11-24;452567448
4075;Especialista 4075;2009-11-25;452678559
4076;Especialista 4076;2009-11-26;452789670
4077;Especialista 4077;2009-11-27;452900781
4078;Especialista 4078;2009-11-28;453011892
4079;Especialista 4079;2009-11-29;453123003
4080;Especialista 4080;2009-11-30;453234114
4081;Especialista 4081;2009-12-01;453345225
4082;Especialista 4082;2009-12-02;453456336
4083;Especialista 4083;2009-12-03;453567447
4084;Especialista 4084;2009-12-04;453678558
4085;Especialista 4085;2009-12-05;453789669
4086;Especialista 4086;2009-12-06;453900780
4087;Especialista 4087;2009-12-07;454011891
4088;Especialista 4088;2009-12-08;454123002
4089;Especialista 4089;2009-12-09;454234113
4090;Especialista 4090;2009-12-10;454345224
4091;Especialista 4091;2009-12-11;454456335
4092;Especialista 4092;2009-12-12;454567446
4093;Especialista 4093;2009-12-13;454678557
4094;Especialista 4094;2009-12-14;454789668
4095;Especialista 4095;2009-12-15;454900779
4096;Especialista 4096;2009-12-16;455011890
4097;Especialista 4097;2009-12-17;455123001
4098;Especialista 4098;2009-12-18;455234112
4099;Especialista 4099;2009-12-19;455345223
4100;Especialista 4100;2009-12-20;455456334
4101;Especialista 4101;2009-12-21;455567445
4102;Especialista 4102;2009-12-22;455678556
4103;Especialista 4103;2009-12-23;455789667
4104;Especialista 4104;2009-12-24;455900778
4105;Especialista 4105;2009-12-25;456011889
4106;Especialista 4106;2009-12-26;456123000
4107;Especialista 4107;2009-12-27;456234111
4108;Especialista 4108;2009-12-28;456345222
4109;Especialista 4109;2009-12-29;456456333
4110;Especialista 4110;2009-12-30;456567444
4111;Especialista 4111;2009-12-31;456678555
4112;Especialista 4112;2010-01-01;456789666
4113;Especialista 4113;2010-01-02;456900777
4114;Especialista 4114;2010-01-03;457011888
4115;Especialista 4115;2010-01-04;457122999
4116;Especialista 4116;2010-01-05;457234110
4117;Especialista 4117;2010-01-06;457345221
4118;Especialista 4118;2010-01-07;457456332
4119;Especialista 4119;2010-01-08;457567443
4120;Especialista 4120;2010-01-09;457678554
4121;Especialista 4121;2010-01-10;457789665
4122;Especialista 4122;2010-01-11;457900776
4123;Especialista 4123;2010-01-12;458011887
4124;Especialista 4124;2010-01-13;458122998
4125;Especialista 4125;2010-01-14;458234109
4126;Especialista 4126;2010-01-15;458345220
4127;Especialista 4127;2010-01-16;458456331
4128;Especialista 4128;2010-01-17;458567442
4129;Especialista 4129;2010-01-18;458678553
4130;Especialista 4130;2010-01-19;458789664
4131;Especialista 4131;2010-01-20;458900775
4132;Especialista 4132;2010-01-21;459011886
4133;Especialista 4133;2010-01-22;459122997
4134;Especialista 4134;2010-01-23;459234108
4135;Especialista 4135;2010-01-24;459345219
4136;Especialista 4136;2010-01-25;459456330
4137;Especialista 4137;2010-01-26;459567441
4138;Especialista 4138;2010-01-27;459678552
4139;Especialista 4139;2010-01-28;459789663
4140;Especialista 4140;2010-01-29;459900774
4141;Especialista 4141;2010-01-30;460011885
4142;Especialista 4142;2010-01-31;460122996
4143;Especialista 4143;2010-02-01;460234107
4144;Especialista 4144;2010-02-02;460345218
4145;Especialista 4145;2010-02-03;460456329
4146;Especialista 4146;2010-02-04;460567440
4147;Especialista 4147;2010-02-05;460678551
4148;Especialista 4148;2010-02-06;460789662
4149;Especialista 4149;2010-02-07;460900773
4150;Especialista 4150;2010-02-08;461011884
4151;Especialista 4151;2010-02-09;461122995
4152;Especialista 4152;2010-02-10;461234106
4153;Especialista 4153;2010-02-11;461345217
4154;Especialista 4154;2010-02-12;461456328
4155;Especialista 4155;2010-02-13;461567439
4156;Especialista 4156;2010-02-14;461678550
4157;Especialista 4157;2010-02-15;461789661
4158;Especialista 4158;2010-02-16;461900772
4159;Especialista 4159;2010-02-17;462011883
4160;Especialista 4160;2010-02-18;462122994
4161;Especialista 4161;2010-02-19;462234105
4162;Especialista 4162;2010-02-20;462345216
4163;Especialista 4163;2010-02-21;462456327
4164;Especialista 4164;2010-02-22;462567438
4165;Especialista 4165;2010-02-23;462678549
4166;Especialista 4166;2010-02-24;462789660
4167;Especialista 4167;2010-02-25;462900771
4168;Especialista 4168;2010-02-26;463011882
4169;Especialista 4169;2010-02-27;463122993
4170;Especialista 4170;2010-02-28;463234104
4171;Especialista 4171;2010-03-01;463345215
4172;Especialista 4172;2010-03-02;463456326
4173;Especialista 4173;2010-03-03;463567437
4174;Especialista 4174;2010-03-04;463678548
4175;Especialista 4175;2010-03-05;463789659
4176;Especialista 4176;2010-03-06;463900770
4177;Especialista 4177;2010-03-07;464011881
4178;Especialista 4178;2010-03-08;464122992
4179;Especialista 4179;2010-03-09;464234103
4180;Especialista 4180;2010-03-10;464345214
4181;Especialista 4181;2010-03-11;464456325
4182;Especialista 4182;2010-03-12;464567436
4183;Especialista 4183;2010-03-13;464678547
4184;Especialista 4184;2010-03-14;464789658
4185;Especialista 4185;2010-03-15;464900769
4186;Especialista 4186;2010-03-16;465011880
4187;Especialista 4187;2010-03-17;465122991
4188;Especialista 4188;2010-03-18;465234102
4189;Especialista 4189;2010-03-19;465345213
4190;Especialista 4190;2010-03-20;465456324
4191;Especialista 4191;2010-03-21;465567435
4192;Especialista 4192;2010-03-22;465678546
4193;Especialista 4193;2010-03-23;465789657
4194;Especialista 4194;2010-03-24;465900768
4195;Especialista 4195;2010-03-25;466011879
4196;Especialista 4196;2010-03-26;466122990
4197;Especialista 4197;2010-03-27;466234101
4198;Especialista 4198;2010-03-28;466345212
4199;Especialista 4199;2010-03-29;466456323
4200;Especialista 4200;2010-03-30;466567434
4201;Especialista 4201;2010-03-31;466678545
4202;Especialista 4202;2010-04-01;466789656
4203;Especialista 4203;2010-04-02;466900767
4204;Especialista 4204;2010-04-03;467011878
4205;Especialista 4205;2010-04-04;467122989
4206;Especialista 4206;2010-04-05;467234100
4207;Especialista 4207;2010-04-06;467345211
4208;Especialista 4208;2010-04-07;467456322
4209;Especialista 4209;2010-04-08;467567433
4210;Especialista 4210;2010-04-09;467678544
4211;Especialista 4211;2010-04-10;467789655
4212;Especialista 4212;2010-04-11;467900766
4213;Especialista 4213;2010-04-12;468011877
4214;Especialista 4214;2010-04-13;468122988
4215;Especialista 4215;2010-04-14;468234099
4216;Especialista 4216;2010-04-15;468345210
4217;Especialista 4217;2010-04-16;468456321
4218;Especialista 4218;2010-04-17;468567432
4219;Especialista 4219;2010-04-18;468678543
4220;Especialista 4220;2010-04-19;468789654
4221;Especialista 4221;2010-04-20;468900765
4222;Especialista 4222;2010-04-21;469011876
4223;Especialista 4223;2010-04-22;469122987
4224;Especialista 4224;2010-04-23;469234098
4225;Especialista 4225;2010-04-24;469345209
4226;Especialista 4226;2010-04-25;469456320
4227;Especialista 4227;2010-04-26;469567431
4228;Especialista 4228;2010-04-27;469678542
4229;Especialista 4229;2010-04-28;469789653
4230;Especialista 4230;2010-04-29;469900764
4231;Especialista 4231;2010-04-30;470011875
4232;Especialista 4232;2010-05-01;470122986
4233;Especialista 4233;2010-05-02;470234097
4234;Especialista 4234;2010-05-03;470345208
4235;Especialista 4235;2010-05-04;470456319
4236;Especialista 4236;2010-05-05;470567430
4237;Especialista 4237;2010-05-06;470678541
4238;Especialista 4238;2010-05-07;470789652
4239;Especialista 4239;2010-05-08;470900763
4240;Especialista 4240;2010-05-09;471011874
4241;Especialista 4241;2010-05-10;471122985
4242;Especialista 4242;2010-05-11;471234096
4243;Especialista 4243;2010-05-12;471345207
4244;Especialista 4244;2010-05-13;471456318
4245;Especialista 4245;2010-05-14;471567429
4246;Especialista 4246;2010-05-15;471678540
4247;Especialista 4247;2010-05-16;471789651
4248;Especialista 4248;2010-05-17;471900762
4249;Especialista 4249;2010-05-18;472011873
4250;Especialista 4250;2010-05-19;472122984
4251;Especialista 4251;2010-05-20;472234095
4252;Especialista 4252;2010-05-21;472345206
4253;Especialista 4253;2010-05-22;472456317
4254;Especialista 4254;2010-05-23;472567428
4255;Especialista 4255;2010-05-24;472678539
4256;Especialista 4256;2010-05-25;472789650
4257;Especialista 4257;2010-05-26;472900761
4258;Especialista 4258;2010-05-27;473011872
4259;Especialista 4259;2010-05-28;473122983
4260;Especialista 4260;2010-05-29;473234094
4261;Especialista 4261;2010-05-30;473345205
4262;Especialista 4262;2010-05-31;473456316
4263;Especialista 4263;2010-06-01;473567427
4264;Especialista 4264;2010-06-02;473678538
4265;Especialista 4265;2010-06-03;473789649
4266;Especialista 4266;2010-06-04;473900760
4267;Especialista 4267;2010-06-05;474011871
4268;Especialista 4268;2010-06-06;474122982
4269;Especialista 4269;2010-06-07;474234093
4270;Especialista 4270;2010-06-08;474345204
4271;Especialista 4271;2010-06-09;474456315
4272;Especialista 4272;2010-06-10;474567426
4273;Especialista 4273;2010-06-11;474678537
4274;Especialista 4274;2010-06-12;474789648
4275;Especialista 4275;2010-06-13;474900759
4276;Especialista 4276;2010-06-14;475011870
4277;Especialista 4277;2010-06-15;475122981
4278;Especialista 4278;2010-06-16;475234092
4279;Especialista 4279;2010-06-17;475345203
4280;Especialista 4280;2010-06-18;475456314
4281;Especialista 4281;2010-06-19;475567425
4282;Especialista 4282;2010-06-20;475678536
4283;Especialista 4283;2010-06-21;475789647
4284;Especialista 4284;2010-06-22;475900758
4285;Especialista 4285;2010-06-23;476011869
4286;Especialista 4286;2010-06-24;476122980
4287;Especialista 4287;2010-06-25;476234091
4288;Especialista 4288;2010-06-26;476345202
4289;Especialista 4289;2010-06-27;476456313
4290;Especialista 4290;2010-06-28;476567424
4291;Especialista 4291;2010-06-29;476678535
4292;Especialista 4292;2010-06-30;476789646
4293;Especialista 4293;2010-07-01;476900757
4294;Especialista 4294;2010-07-02;477011868
4295;Especialista 4295;2010-07-03;477122979
4296;Especialista 4296;2010-07-04;477234090
4297;Especialista 4297;2010-07-05;477345201
4298;Especialista 4298;2010-07-06;477456312
4299;Especialista 4299;2010-07-07;477567423
4300;Especialista 4300;2010-07-08;477678534
4301;Especialista 4301;2010-07-09;477789645
4302;Especialista 4302;2010-07-10;477900756
4303;Especialista 4303;2010-07-11;478011867
4304;Especialista 4304;2010-07-12;478122978
4305;Especialista 4305;2010-07-13;478234089
4306;Especialista 4306;2010-07-14;478345200
4307;Especialista 4307;2010-07-15;478456311
4308;Especialista 4308;2010-07-16;478567422
4309;Especialista 4309;2010-07-17;478678533
4310;Especialista 4310;2010-07-18;478789644
4311;Especialista 4311;2010-07-19;478900755
4312;Especialista 4312;2010-07-20;479011866
4313;Especialista 4313;2010-07-21;479122977
4314;Especialista 4314;2010-07-22;479234088
4315;Especialista 4315;2010-07-23;479345199
4316;Especialista 4316;2010-07-24;479456310
4317;Especialista 4317;2010-07-25;479567421
4318;Especialista 4318;2010-07-26;479678532
4319;Especialista 4319;2010-07-27;479789643
4320;Especialista 4320;2010-07-28;479900754
4321;Especialista 4321;2010-07-29;480011865
4322;Especialista 4322;2010-07-30;480122976
4323;Especialista 4323;2010-07-31;480234087
4324;Especialista 4324;2010-08-01;480345198
